title,date,creators,source,subjects,source_url,trove_url
Transcript of press conference: Sydney: 23 November 2012: Coalition's reheated asylum seeker policies; humanitarian program; Significant Investor visa; bridging visas and the AWU,2012-11-23,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Coalition's reheated asylum seeker policies; humanitarian program; Significant Investor visa; bridging visas and the AWU,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2062929%22,"http://trove.nla.gov.au/version/211385810
"
"Transcript of doorstop interview: Sydney: 16 October 2012: with Abbott's turn back policy, asylum seeker processing, adverse security assessments and regional processing",2012-10-16,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,with Abbott's turn back policy; asylum seeker processing; adverse security assessments and regional processing,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2277683%22,"http://trove.nla.gov.au/version/211383611
"
"Transcript of doorstop interview: Parliament House, Canberra: 26 November 2012: Coalition's Private Members Bill on the regulation of registered organisations; AWU; asylum seeker debate",2012-11-26,"Abetz, Eric","Office of ABETZ, SEN ERIC",Coalition's Private Members Bill on the regulation of registered organisations; AWU; asylum seeker debate,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2070045%22,"http://trove.nla.gov.au/version/211386039
"
"Transcript of doorstop interview: Logan, Queensland: 26 July 2013: affordable housing development; Queensland infrastructure projects; Cross River Rail; asylum seeker policy; second Sydney airport",2013-07-26,"Albanese, Anthony",DEPUTY PRIME MINISTER,affordable housing development; Queensland infrastructure projects; Cross River Rail; asylum seeker policy; second Sydney airport,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2645262%22,"http://trove.nla.gov.au/version/211397705
"
"Hard choices - the asylum seeker challenge: speech to the Commonwealth Lawyers' Association, London.",2002-04-22,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,People smuggling; Immigration controls; Government expenditure; Immigration policy; Refugees; Litigation,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HSI76%22,"http://trove.nla.gov.au/version/211236345
"
Transcript of doorstop interview: Melbourne: 27 August 2017: drug testing trials for welfare recipients; long-term welfare dependence; asylum seeker income support,2017-08-27,"Tudge, Alan",MINISTER FOR HUMAN SERVICES,drug testing trials for welfare recipients; long-term welfare dependence; asylum seeker income support,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5483537%22,"http://trove.nla.gov.au/version/250540506
"
Transcript of doorstop interview: Adelaide: 8 February 2014: Schapelle Corby; reporting of asylum seeker claims by the ABC; private interest in Holden site.,2014-02-08,"Bishop, Julie; Marshall, Steven, (Opp leader, SA)",MINISTER FOR FOREIGN AFFAIRS,Schapelle Corby; reporting of asylum seeker claims by the ABC; private interest in Holden site.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2991210%22,"http://trove.nla.gov.au/version/211403867
"
"Transcript of doorstop interview: Marrickville, NSW: 9 May 2016: Grayndler electorate; Liberal-Greens preference deal; Greens strategy; asylum seeker policy; Malcolm Turnbull",2016-05-09,"Albanese, Anthony",SHADOW MINISTER FOR INFRASTRUCTURE AND TRANSPORT,Grayndler electorate; Liberal-Greens preference deal; Greens strategy; asylum seeker policy; Malcolm Turnbull,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4552361%22,"http://trove.nla.gov.au/version/227843170
"
"Transcript of joint press conference: Townsville, Qld: 16 July 2013: climate change policy; visit to North Queensland; asylum seeker policy; election campaign",2013-07-16,"Bowen, Chris",TREASURER,climate change policy; visit to North Queensland; asylum seeker policy; election campaign,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2597364%22,"http://trove.nla.gov.au/version/211397216
"
"Transcript of joint press conference: Townsville, Qld: 16 July 2013: Climate change policy; Visit to North Queensland; Asylum seeker policy; Election campaign",2013-07-16,"Butler, Mark",MINISTER FOR CLIMATE CHANGE,Climate change policy; Visit to North Queensland; Asylum seeker policy; Election campaign,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2597365%22,"http://trove.nla.gov.au/version/211397204
"
"Transcript of joint press conference: Townsville, Qld: 16 July 2013: Climate change policy; Visit to North Queensland; Asylum seeker policy; Election campaign",2013-07-16,"Rudd, Kevin",PRIME MINISTER,Climate change policy; Visit to North Queensland; Asylum seeker policy; Election campaign,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2597362%22,"http://trove.nla.gov.au/version/211397215
"
"Transcript of doorstop interview: Smithfield: 10 September 2011: Nauru costs, Malaysia transfer arrangement, High Court, boat arrival, protests, Kevin Rudd",2011-09-10,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Nauru costs; Malaysia transfer arrangement; High Court; boat arrival; protests; Kevin Rudd,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1120541%22,"http://trove.nla.gov.au/version/211360044
"
Transcript of doorstop interview: Smithfield: 10 September 2011: Nauru costs; Malaysia transfer arrangement; High Court; boat arrival; protests; Kevin Rudd,2011-09-10,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Nauru costs; Malaysia transfer arrangement; High Court; boat arrival; protests; Kevin Rudd,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1078747%22,"http://trove.nla.gov.au/version/211360057
"
Joint communique: AMA summit participants call for an end to asylum seeker and refugee health care discrimination.,2005-12-02,Australian Medical Association,AUSTRALIAN MEDICAL ASSOCIATION,Health care; Refugees; Conferences; Discrimination,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/M65I6%22,"http://trove.nla.gov.au/version/211287257
"
"Parliament House, 22 November, 1999, transcript of doorstop interview [test cricket victory, visit to East Timor, illegal immigrants]",1999-11-22,"Howard, John; Liberal Party of Australia",PRIME MINISTER,test cricket victory; visit to East Timor; illegal immigrants,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/OVI06%22,"http://trove.nla.gov.au/version/211478792
"
"Transcript of doorstop interview of the Treasurer, Peter Costello, MP: Senate Courtyard, Parliament House: 10 February 2005: Labour force figures, industrial relations, asylum seekers, Xstrata.",2005-02-10,"Costello, Peter; Liberal Party of Australia",TREASURER,Federal state relations; Job creation; Employment participation; Industrial relations; Immigration detention centres; Queensland; Public servants; WMC; Xstrata; Wages; Illegal immigrants; Takeovers and mergers; Labour force figures; industrial relations; asylum seekers; Xstrata.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/TX5F6%22,"http://trove.nla.gov.au/version/211275223
"
Last illegal immigrants from Darwin boat deported,1982-04-17,"Macphee, Ian",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR09001802%22,"http://trove.nla.gov.au/version/213773330
"
Misinformation about detainees dispelled.,2003-01-02,Dept of Immigration and Multicultural and Indigenous Affairs,DEPT OF IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,Immigration detention centres; Illegal immigrants; Refugee Review Tribunal,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/J7B86%22,"http://trove.nla.gov.au/version/211251636
"
Transcript of doorstop interview: Sydney: 9 July 2013: Labor's Rudd-carpet for illegal boat arrivals; Coalition's policy to turn back boats where safe to do so,2013-07-09,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,Labor's Rudd-carpet for illegal boat arrivals; Coalition's policy to turn back boats where safe to do so,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2581095%22,"http://trove.nla.gov.au/version/211396884
"
Asylum seeker transfers will embolden people smugglers.,2009-12-15,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/OLHV6%22,"http://trove.nla.gov.au/version/211332576
"
Transcript of doorstop interview: Ingleburn: 16 April 2016: Royal Commission into the banking and financial services sector; Turnbull in China; Liberal preselection; Double Dissolution; Green's asylum seeker policy announcement,2016-04-16,"Shorten, Bill",LEADER OF THE OPPOSITION,Royal Commission into the banking and financial services sector; Turnbull in China; Liberal preselection; Double Dissolution; Green's asylum seeker policy announcement,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4507354%22,"http://trove.nla.gov.au/version/226791706
"
Transcript of doorstop interview: Parliament House: 13 November 2013: first Question Time; debt limit; MYEFO in the Jakarta Post; a price on carbon; Australia-Indonesian relations; asylum seeker arrangements,2013-11-13,"Bowen, Chris",SHADOW TREASURER,first Question Time; debt limit; MYEFO in the Jakarta Post; a price on carbon; Australia-Indonesian relations; asylum seeker arrangements,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2840585%22,"http://trove.nla.gov.au/version/211400638
"
Transcript of press conference: Fiji: 17 February 2014: meeting with Prime Minister Bainimarama; Ministerial Contact Group communique; relationship with Fiji; relationship with Indonesia; asylum seeker policy,2014-02-17,"Bishop, Julie",MINISTER FOR FOREIGN AFFAIRS,meeting with Prime Minister Bainimarama; Ministerial Contact Group communique; relationship with Fiji; relationship with Indonesia; asylum seeker policy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3007939%22,"http://trove.nla.gov.au/version/211404227
"
Transcript of doorstop interview: Senate doors: 18 October 2011: Commonwealth Ombudsman; Senate Estimates; Labor's failed border protection policy; missing asylum seeker children; Carbon Tax; MP's redundancy,2011-10-18,"Abetz, Eric","Office of ABETZ, SEN ERIC",Commonwealth Ombudsman; Senate Estimates; Labor's failed border protection policy; missing asylum seeker children; Carbon Tax; MP's redundancy,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1162063%22,"http://trove.nla.gov.au/version/211361991
"
"Transcript of doorstop interview: Minchinbury, Sydney: March 26, 2013: Visit to Chifley; the Coalition's Real Solutions for Australia's future; Budget; Labor's soap opera; Newspoll; asylum seeker tragedy; Afghanistan",2013-03-26,"Abbott, Tony",LEADER OF THE OPPOSITION,Visit to Chifley; the Coalition's Real Solutions for Australia's future; Budget; Labor's soap opera; Newspoll; asylum seeker tragedy; Afghanistan,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2855776%22,"http://trove.nla.gov.au/version/211392555
"
Transcript of doorstop interview: Bundaberg Hospital: 9 April 2010: health and hospital reform; Economic stimulus; building the Education Revolution; rural cancer services; Hinkler candidates' debate; changes to asylum seeker processing.,2010-04-09,"Rudd, Kevin; Australian Labor Party",PRIME MINISTER,health and hospital reform; Economic stimulus; building the Education Revolution; rural cancer services; Hinkler candidates' debate; changes to asylum seeker processing.,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/Q8JW6%22,"http://trove.nla.gov.au/version/211336855
"
"Transcript of doorstop interview: Sydney: 24 September 2015: Labor's plan for a smarter, more prosperous Australia; Labor's plan for startups and innovation; domestic violence; asylum seeker policy; China FTA",2015-09-24,"Shorten, Bill",LEADER OF THE OPPOSITION,"Labor's plan for a smarter, more prosperous Australia; Labor's plan for startups and innovation; domestic violence; asylum seeker policy; China FTA",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4096115%22,"http://trove.nla.gov.au/version/216355682
"
"Transcript of doorstop interview: Parliament House, Canberra: 10 October 2016: more than 300 days of no illegal boat arrivals to Australia; third country resettlement; Donald Trump's comments",2016-10-10,"Dutton, Peter",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,more than 300 days of no illegal boat arrivals to Australia; third country resettlement; Donald Trump's comments,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4867326%22,"http://trove.nla.gov.au/version/235376801
"
Peter Dutton must respond to reports of asylum seeker arrival,2015-11-20,"Marles, Richard",SHADOW MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4206341%22,"http://trove.nla.gov.au/version/219699069
"
Labor's refugee and asylum seeker campaign will continue.,2002-12-19,"Price, Roger; Australian Labor Party","Office of PRICE, ROGER, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/K7686%22,"http://trove.nla.gov.au/version/211251448
"
Transcript of doorstop interview: Rockhampton: 15 October 2012: Settlements Works report; refugee resettlement in regional areas; humanitarian intake; Tony Abbott in Indonesia; boat arrivals; Malaysia Arrangement; the Newman Government,2012-10-15,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,Settlements Works report; refugee resettlement in regional areas; humanitarian intake; Tony Abbott in Indonesia; boat arrivals; Malaysia Arrangement; the Newman Government,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1981807%22,"http://trove.nla.gov.au/version/211383505
"
Another boat arrives as failed asylum seekers double dip under Labor,2012-05-18,"Morrison, Scott",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1642956%22,"http://trove.nla.gov.au/version/211373440
"
"Transcript of press conference: 22 April 2003: Treasury Gardens, Melbourne: tax burden; asylum seekers; Howard retirement; Telstra & sweatshop labour; leadership.",2003-04-22,"Crean, Simon; Australian Labor Party",LEADER OF THE OPPOSITION,"Tax burden; Budget, 2003-04; Party leadership; HOWARD, John, (former PM); Telstra Corporation; Bilateral agreements; Refugee boat movements; Medicare bulk billing; Refugees; Goods and services tax; tax burden; asylum seekers; Howard retirement; Telstra & sweatshop labour; leadership.",http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/UQ496%22,"http://trove.nla.gov.au/version/211561107
"
